distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,temp_dif,fuel_used,trip_cost
41.9,4.7,53,22.0,14,SP98,0,0,0,8.0,1.9692999999999998,3.7022839999999997
211.0,4.6,80,22.0,20,SP98,0,0,0,2.0,9.706,18.247279999999996
216.1,5.3,90,22.0,21,SP98,0,0,1,1.0,11.453299999999999,21.532203999999997
25.5,3.6,27,22.0,27,SP98,0,0,1,-5.0,0.9180000000000001,1.7258400000000003
16.6,4.2,52,22.0,15,SP98,0,1,0,7.0,0.6972000000000002,1.3107360000000001
25.9,4.1,43,22.0,24,SP98,0,0,0,-2.0,1.0618999999999998,1.9963719999999996
16.5,4.0,48,22.0,15,SP98,0,0,0,7.0,0.66,1.2408
22.1,3.9,29,22.0,26,SP98,0,0,0,-4.0,0.8619,1.620372
16.6,3.7,49,22.0,17,E10,0,0,0,5.0,0.6142000000000002,1.0748500000000003
15.4,4.5,43,22.0,24,E10,0,0,0,-2.0,0.693,1.21275
16.5,3.9,43,22.0,17,E10,0,0,0,5.0,0.6435,1.126125
15.4,5.1,21,22.0,24,E10,0,0,0,-2.0,0.7854,1.37445
18.4,4.2,59,22.0,24,E10,0,0,0,-2.0,0.7728,1.3524
39.5,4.2,58,22.0,25,E10,0,0,0,-3.0,1.659,2.90325
21.5,4.8,47,25.0,27,E10,1,0,1,-2.0,1.032,1.806
4.8,4.7,26,25.0,18,E10,0,0,0,7.0,0.2256,0.3948
100.9,4.7,87,23.5,22,E10,0,0,0,1.5,4.7423,8.299025
129.7,4.6,58,24.0,21,E10,0,0,0,3.0,5.9662,10.44085
16.6,3.8,43,21.5,16,E10,0,0,0,5.5,0.6308,1.1039
15.4,4.2,50,21.5,21,E10,0,0,0,0.5,0.6468,1.1319000000000001
16.0,3.7,45,22.0,17,E10,0,0,0,5.0,0.5920000000000001,1.036
16.0,4.2,41,22.0,15,E10,0,0,0,7.0,0.672,1.1760000000000002
15.4,4.1,45,22.0,24,E10,0,0,0,-2.0,0.6314,1.1049499999999999
16.0,4.0,43,22.0,16,E10,0,0,0,6.0,0.64,1.12
21.0,3.8,37,22.0,21,E10,0,0,0,1.0,0.7979999999999999,1.3964999999999999
15.4,3.8,47,22.0,24,E10,0,0,0,-2.0,0.5852,1.0241
16.0,3.8,42,22.0,17,E10,0,0,0,5.0,0.608,1.064
16.1,5.1,30,25.0,16,E10,1,1,0,9.0,0.8211,1.436925
16.0,4.0,42,22.0,15,E10,0,0,0,7.0,0.64,1.12
15.4,4.8,40,22.0,18,E10,0,0,0,4.0,0.7392000000000001,1.2936
17.2,3.9,35,22.0,16,E10,0,0,0,6.0,0.6708,1.1739
16.6,4.6,50,22.0,25,E10,0,0,0,-3.0,0.7636000000000001,1.3363
18.3,4.3,46,22.0,16,SP98,0,0,0,6.0,0.7868999999999999,1.4793719999999997
16.1,4.8,36,22.0,18,SP98,0,1,0,4.0,0.7728,1.452864
16.0,4.1,46,22.0,17,SP98,0,0,0,5.0,0.6559999999999999,1.2332799999999997
16.3,4.0,35,22.0,23,SP98,0,0,0,-1.0,0.652,1.22576
16.0,3.7,44,22.0,16,SP98,0,0,0,6.0,0.5920000000000001,1.1129600000000002
18.3,4.3,46,22.0,23,SP98,0,0,0,-1.0,0.7868999999999999,1.4793719999999997
4.5,5.2,23,22.0,23,SP98,0,0,1,-1.0,0.234,0.43992
17.0,4.2,48,22.0,16,SP98,0,0,0,6.0,0.7140000000000001,1.3423200000000002
6.1,5.0,35,24.5,18,SP98,0,0,0,6.5,0.305,0.5733999999999999
6.1,5.0,33,22.0,24,SP98,0,0,1,-2.0,0.305,0.5733999999999999
17.3,4.2,36,22.0,22,SP98,0,0,0,0.0,0.7266,1.366008
6.0,4.8,27,22.0,17,SP98,0,0,0,5.0,0.28800000000000003,0.54144
16.0,4.1,45,22.0,15,SP98,0,0,0,7.0,0.6559999999999999,1.2332799999999997
15.4,4.9,55,22.0,18,SP98,0,0,0,4.0,0.7546,1.418648
15.4,4.3,39,22.0,23,SP98,0,0,0,-1.0,0.6622,1.244936
16.0,3.9,35,22.0,18,SP98,0,0,0,4.0,0.624,1.17312
15.4,4.5,52,22.0,26,SP98,0,0,0,-4.0,0.693,1.3028399999999998
16.6,4.1,48,25.5,30,SP98,1,0,1,-4.5,0.6806,1.279528
15.4,5.0,48,25.5,31,SP98,1,0,0,-5.5,0.77,1.4476
16.0,4.0,43,22.0,21,SP98,1,0,0,1.0,0.64,1.2032
15.4,4.5,42,22.0,30,SP98,0,0,0,-8.0,0.693,1.3028399999999998
16.0,3.6,43,22.0,19,SP98,0,0,0,3.0,0.5760000000000001,1.08288
20.9,4.1,33,22.0,21,SP98,0,0,0,1.0,0.8568999999999999,1.6109719999999996
32.1,3.9,47,22.0,26,SP98,0,0,0,-4.0,1.2519,2.3535719999999998
15.3,6.6,16,24.0,27,SP98,1,0,0,-3.0,1.0098,1.898424
28.5,4.0,44,25.0,23,SP98,1,0,0,2.0,1.1400000000000001,2.1432
11.9,3.7,33,25.0,19,SP98,0,0,0,6.0,0.4403000000000001,0.827764
14.5,4.3,36,25.0,22,SP98,0,0,0,3.0,0.6234999999999999,1.1721799999999998
16.6,4.1,49,22.0,26,SP98,0,0,1,-4.0,0.6806,1.279528
16.2,4.4,39,24.5,17,SP98,1,0,0,7.5,0.7128,1.340064
16.7,3.8,44,24.5,23,SP98,0,0,1,1.5,0.6345999999999999,1.1930479999999999
8.3,5.0,52,24.5,27,SP98,0,0,0,-2.5,0.41500000000000004,0.7802
5.5,3.7,33,24.5,28,SP98,0,0,1,-3.5,0.20350000000000001,0.38258000000000003
13.6,3.7,33,24.5,28,SP98,0,0,1,-3.5,0.5032000000000001,0.9460160000000001
16.0,3.7,39,24.5,18,SP98,0,0,0,6.5,0.5920000000000001,1.1129600000000002
16.1,4.3,38,25.0,31,SP98,1,0,0,-6.0,0.6923,1.301524
16.0,3.8,45,25.0,19,SP98,0,0,0,6.0,0.608,1.1430399999999998
15.4,4.6,42,25.0,31,SP98,1,0,0,-6.0,0.7084,1.331792
14.7,5.0,25,25.0,30,SP98,1,0,0,-5.0,0.735,1.3818
